operate_num,latitude,longitude
2209000001,36.29052961,127.4632633
2209000002,36.30842394,127.4587624
2209000003,36.30860075,127.4593362
2209000004,36.29693925,127.4600221
2209000006,36.27630195,127.3972811
2209000007,36.27367768,127.3962798
2209000008,36.27082253,127.3931441
2209000009,36.32319854,127.445596
2209000010,36.32317221,127.4452604
2209000012,36.32233886,127.4447504
2209000013,36.32236663,127.4450728
2209000014,36.32112507,127.4460179
2209000015,36.32108526,127.4451165
2209000016,36.32085189,127.4438234
2209000017,36.32065956,127.443998
2209000018,36.31937969,127.4498597
2209000019,36.31931541,127.4491466
2209000020,36.2958844,127.3870891
2209000021,36.29569564,127.387135
2209000024,36.32261826,127.4413216
2209000025,36.32243611,127.4417189
2209000026,36.32022667,127.4623631
2209000027,36.32223508,127.461511
2209000028,36.32303639,127.4623771
2209000029,36.31756674,127.4565524
2209000030,36.31734384,127.4594073
2209000032,36.31701984,127.4595566
2209000033,36.32321721,127.4371956
2209000036,36.31987061,127.46199
2209000037,36.31821239,127.4613515
2209000038,36.31793135,127.4616683
2209000039,36.27284317,127.4718651
2209000040,36.27392996,127.4728771
2209000041,36.2734931,127.4734608
2209000042,36.27272826,127.4711135
2209000045,36.29723171,127.4595909
2209000046,36.29715707,127.456044
2209000047,36.29840237,127.4588565
2209000049,36.32175504,127.4384773
2209000050,36.29634348,127.459599
2209000052,36.31992915,127.4200138
101246,36.32491524,127.3348688
101249,36.32034007,127.3438522
101250,36.31986057,127.3442105
101251,36.31944316,127.3478641
101252,36.31866461,127.3479437
101253,36.3175919,127.3452188
101254,36.31765024,127.3449407
101255,36.31451967,127.3456405
101256,36.314138,127.3458434
101257,36.31290998,127.3499658
101258,36.31224853,127.350297
101262,36.30802556,127.3388806
101263,36.30766537,127.3391142
101264,36.30758994,127.3522231
101266,36.30691477,127.3525713
101267,36.30693036,127.3369512
101268,36.30686561,127.3407832
101269,36.30685484,127.3371465
101274,36.30559279,127.3542595
101275,36.3053651,127.3404976
101277,36.30474886,127.3385241
101278,36.30452013,127.3384809
101280,36.30373887,127.3457943
101281,36.30359819,127.3468902
101282,36.30322849,127.3351344
101283,36.30267158,127.3346457
101284,36.30241251,127.3396434
101285,36.3022728,127.3390235
101286,36.30175283,127.3365744
101287,36.30173274,127.3341266
101288,36.30127129,127.3357739
101290,36.30011045,127.3347032
101400,36.30462043,127.3846439
101401,36.30454517,127.3834765
101403,36.30438778,127.3793022
101404,36.30422591,127.3795066
101408,36.30294723,127.3789061
101409,36.30284563,127.37872
101579,36.32549282,127.3292951
2209000055,36.31955937,127.31373
2209000056,36.31944055,127.3141621
2209000057,36.31667986,127.3148076
2209000058,36.31589381,127.3154516
2209000059,36.29397397,127.3210879
2209000061,36.31141998,127.3249612
2209000063,36.30904743,127.3183644
2209000064,36.30567407,127.3729329
2209000065,36.29976091,127.3181642
2209000066,36.29573977,127.3169096
2209000067,36.30293129,127.3436202
2209000068,36.32691135,127.3347297
101580,36.32684737,127.329811
2209000069,36.3043507,127.3740023
2209000070,36.30459192,127.3732546
2209000071,36.31024339,127.3723751
2209000072,36.31237445,127.3741942
2209000073,36.31180435,127.3744375
2209000074,36.31407358,127.3738092
2209000075,36.31502041,127.3734417
2209000076,36.31710744,127.3735379
2209000077,36.31597118,127.3181369
2209000078,36.31548129,127.3198318
2209000079,36.3015294,127.3295382
2209000080,36.30120594,127.3296455
2209000081,36.30029339,127.3271555
2209000082,36.30045383,127.3264506
2209000083,36.29989843,127.3217311
2209000084,36.29976924,127.335007
2209000085,36.29976748,127.3221389
2209000086,36.2990058,127.331986
2209000087,36.29885035,127.3320167
2209000089,36.2983702,127.3404162
2209000090,36.29839808,127.3230248
2209000091,36.29821439,127.3406974
2209000093,36.29781619,127.3297258
2209000094,36.29771743,127.329556
2209000095,36.29763897,127.3551656
2209000098,36.29682823,127.3274906
2209000099,36.29664421,127.3272606
2209000100,36.29637787,127.3312676
2209000101,36.29630678,127.3392979
2209000102,36.29604935,127.3195229
2209000103,36.29613649,127.3315427
2209000104,36.29557382,127.3211998
2209000105,36.29394584,127.3183568
2209000106,36.29327271,127.3203333
2209000107,36.31706267,127.3926539
2209000108,36.31660444,127.3979908
2209000109,36.31642167,127.3711572
2209000110,36.31640316,127.3713727
2209000111,36.31606413,127.3983847
2209000112,36.31634413,127.3867747
2209000113,36.31600363,127.3875386
2209000114,36.31585143,127.3880062
2209000115,36.31549548,127.3791557
2209000116,36.31542331,127.3900757
2209000117,36.31508937,127.3901449
2209000118,36.31478184,127.3835038
2209000120,36.33593331,127.3791288
2209000121,36.33592757,127.3788645
2209000122,36.33585575,127.3899302
2209000123,36.33526139,127.3726517
2209000124,36.3354966,127.3897657
2209000125,36.33424732,127.387799
2209000126,36.3342642,127.3711293
2209000127,36.33353252,127.387295
2209000128,36.33351831,127.3790771
2209000130,36.33321338,127.3728808
2209000131,36.33315833,127.3736002
2209000133,36.33243147,127.3832938
2209000134,36.33241668,127.3854822
2209000135,36.3323438,127.3830387
2209000136,36.33211797,127.3748214
2209000137,36.33194101,127.3775297
2209000138,36.33191295,127.3852528
2209000139,36.33178045,127.3760638
2209000140,36.33171642,127.3712952
2209000141,36.3316672,127.3710375
2209000143,36.33069548,127.385329
2209000144,36.33068175,127.3850858
2209000145,36.33061901,127.3982636
2209000147,36.33038677,127.3830488
2209000148,36.3297917,127.3965666
2209000149,36.32975183,127.3967408
2209000150,36.32976849,127.3756591
2209000151,36.32955076,127.3800228
2209000152,36.32954818,127.3756506
2209000153,36.3294871,127.3763319
2209000154,36.32928768,127.4069133
2209000155,36.32918084,127.3820543
2209000156,36.32903774,127.407165
2209000157,36.32875475,127.3874337
2209000158,36.32879348,127.3706752
2209000159,36.32864161,127.3878339
2209000160,36.32864914,127.3704618
2209000161,36.32841017,127.3989823
2209000162,36.32837383,127.4038993
2209000163,36.32819534,127.3808598
2209000164,36.32810586,127.4039658
2209000165,36.32735997,127.4063033
2209000166,36.32695641,127.4029278
2209000167,36.32680108,127.4031838
2209000169,36.32662776,127.3973781
2209000170,36.32660239,127.3928134
2209000171,36.32652958,127.3799322
2209000172,36.32643496,127.3949962
2209000173,36.3262307,127.3929893
2209000174,36.3261062,127.3966869
2209000175,36.32527419,127.3738014
2209000176,36.32497493,127.4005842
2209000177,36.32486715,127.4004243
2209000178,36.32493123,127.3787435
2209000179,36.32488915,127.381153
2209000180,36.3248413,127.3952487
2209000181,36.32488723,127.3807358
2209000182,36.32468878,127.3950967
2209000183,36.32399496,127.3839253
2209000184,36.32386656,127.3838914
2209000185,36.32351713,127.4045093
2209000186,36.32334009,127.3937537
2209000187,36.32277887,127.4045921
2209000188,36.32279122,127.3937711
2209000189,36.32281971,127.3738113
2209000190,36.32273578,127.3981286
2209000191,36.32274917,127.3782144
2209000192,36.32261753,127.3982672
2209000193,36.32293937,127.3780079
2209000194,36.3220831,127.3900242
2209000195,36.3218476,127.3901421
2209000196,36.32172817,127.394377
2209000197,36.32174657,127.3701384
2209000198,36.32160748,127.3944932
2209000199,36.32143519,127.3736194
2209000200,36.32090833,127.3966494
2209000201,36.32092695,127.3779397
2209000202,36.32053944,127.3965807
2209000203,36.32055394,127.3705777
2209000204,36.32003582,127.3705582
2209000205,36.31988261,127.3736583
2209000206,36.32006181,127.3776326
2209000207,36.31940046,127.3922568
2209000208,36.31931979,127.3757665
2209000209,36.31921666,127.3741977
2209000211,36.31899888,127.4003078
2209000212,36.31886685,127.3922927
2209000213,36.31878422,127.3983396
2209000215,36.3180725,127.3965413
2209000216,36.31759072,127.3783602
2209000217,36.31752266,127.3781389
2209000218,36.34144964,127.4101041
2209000219,36.34110161,127.4101096
2209000220,36.34030539,127.4071544
2209000221,36.33974806,127.4087115
2209000222,36.33915677,127.4129561
2209000223,36.33888428,127.4078516
2209000224,36.33875935,127.4078493
2209000225,36.33863718,127.4133243
2209000226,36.33748505,127.4094044
2209000227,36.33745832,127.4096216
2209000228,36.33632189,127.4063203
2209000230,36.33621273,127.4061406
2209000231,36.33549552,127.41217
2209000232,36.33510221,127.4125024
2209000233,36.33469427,127.4073582
2209000234,36.33397671,127.4075117
2209000235,36.33371956,127.4121501
2209000236,36.3331295,127.4120689
2209000237,36.33216622,127.4099036
2209000238,36.33133926,127.4099351
2209000239,36.33093608,127.410013
2209000240,36.34016642,127.3874971
2209000241,36.34008387,127.3908746
2209000242,36.32703669,127.4123916
2209000243,36.32508914,127.4111127
2209000244,36.3171734,127.4072328
2209000245,36.31633632,127.4094683
2209000246,36.31580345,127.4088377
2209000247,36.33586119,127.4034948
2209000248,36.33688106,127.4035445
2209000251,36.34282261,127.4096085
2209000252,36.32640276,127.3952217
2209000253,36.3310323,127.3978905
2209000254,36.32611324,127.3739981
2209000255,36.32839139,127.3991864
2209000256,36.31787269,127.3949138
2209000257,36.3246704,127.4458453
2209000258,36.32459316,127.4455579
2209000259,36.34541067,127.4215621
2209000260,36.34569452,127.4221786
2209000261,36.34778104,127.4217618
2209000262,36.34750931,127.4220758
2209000263,36.32809139,127.4430717
2209000264,36.34067398,127.4260662
2209000265,36.34120162,127.4252316
2209000267,36.3373355,127.4381748
2209000268,36.33701334,127.438739
2209000269,36.34660539,127.4257709
2209000270,36.34645075,127.4257697
2209000271,36.34461412,127.4237165
2209000272,36.34342484,127.4224162
2209000273,36.33360087,127.439074
2020000001,36.47566474,127.3681364
2020000005,36.47396335,127.37611
2209000274,36.43621451,127.4065304
2209000275,36.43454424,127.4116509
2209000276,36.43384608,127.4102457
2209000277,36.41756632,127.4115256
2209000278,36.41752063,127.411708
2209000279,36.41398606,127.4115598
2209000280,36.41385342,127.4113718
101291,36.44943724,127.4562525
101292,36.44954775,127.4207207
101293,36.44935636,127.4209226
101295,36.4485864,127.4432812
101297,36.43816109,127.4230843
101301,36.42116858,127.3813008
101302,36.42099817,127.3815838
101303,36.41886103,127.3829426
101304,36.41877736,127.3878414
101421,36.40537033,127.3671916
101423,36.40647114,127.3721313
101424,36.40708648,127.3735599
101426,36.40796642,127.376675
101429,36.4081756,127.3767377
101459,36.43323663,127.3908288
101460,36.43302039,127.3909693
101461,36.4348419,127.3900203
101462,36.43029974,127.3956829
101463,36.42688299,127.3896415
101464,36.42714143,127.3897481
101466,36.42957901,127.3867652
101467,36.416834,127.4411912
101472,36.41263503,127.4409929
101474,36.40679901,127.4386741
101476,36.40406485,127.4305087
2209000281,36.44548275,127.3839433
2209000282,36.41139701,127.424614
2209000283,36.47572251,127.3948684
2209000284,36.47212972,127.3879632
2209000285,36.46692172,127.3906271
2209000286,36.46675549,127.390395
2209000287,36.46386715,127.390326
2209000288,36.46032136,127.3886415
2209000289,36.45845143,127.3852287
2209000290,36.41047695,127.4042696
2209000291,36.40968969,127.3984693
2209000292,36.40957039,127.3983936
2209000293,36.40885767,127.3958983
2209000294,36.408754,127.3958547
2209000296,36.4758582,127.3680895
2209000298,36.44756655,127.3651022
2209000299,36.44612917,127.3687668
2209000300,36.41085319,127.3941874
101294,36.44883713,127.4520424
101468,36.41529958,127.4423585
101469,36.41529299,127.4405552
101470,36.41366292,127.4379321
101473,36.40952648,127.4323569
101475,36.40715815,127.4388916
2209000301,36.40697078,127.3841197
2209000302,36.41762316,127.3779747
2209000303,36.41756847,127.3782568
2209000304,36.41326921,127.3784202
2209000305,36.41234587,127.3779678
2209000306,36.40496125,127.3975649
2209000307,36.40476295,127.3976591
2209000308,36.41106335,127.4251316
2209000309,36.42583335,127.3929801
2209000310,36.42555479,127.3929008
2209000311,36.42400142,127.388448
2209000312,36.42136549,127.3882347
2209000313,36.42025513,127.3917229
2209000314,36.42033482,127.3920997
2209000315,36.42012118,127.3859236
2209000316,36.42010866,127.3861998
2209000317,36.44930693,127.4129616
2209000318,36.44881635,127.4112096
2209000319,36.44821539,127.4104699
2209000320,36.44665919,127.4076274
2209000321,36.44628486,127.4063824
2209000322,36.4443397,127.4034608
2209000323,36.44430611,127.4040392
2209000324,36.44109803,127.3992039
2209000325,36.44100911,127.3996536
2209000326,36.4403877,127.4019787
2209000327,36.43989546,127.3968169
2209000328,36.43970761,127.402509
2209000329,36.43900739,127.3958314
2209000330,36.43711426,127.4136581
2209000331,36.43702311,127.4133582
2209000332,36.43643817,127.4065345
2209000333,36.4716519,127.4749394
2209000334,36.47075623,127.4728313
2209000337,36.4500377,127.4188532
2209000338,36.42540348,127.4012483
2209000339,36.42556328,127.4011345
2209000340,36.42563711,127.402091
2209000341,36.42584181,127.4020506
2209000342,36.44810503,127.4199942
2209000343,36.44965511,127.4160315
2209000344,36.44916629,127.4168682
2209000345,36.44632228,127.4220102
2209000346,36.44644613,127.4222301
2209000347,36.44825629,127.4202392
2209000349,36.47542592,127.4804339
2209000350,36.45018285,127.4352837
2209000351,36.45338135,127.4359685
2209000352,36.45003575,127.435441
2209000353,36.46663981,127.4690737
2209000354,36.46694731,127.4692264
2209000355,36.4653844,127.4676534
2209000356,36.44871958,127.4521485
2209000357,36.4502459,127.4245089
2209000358,36.41204487,127.4098796
2209000359,36.41301032,127.4062562
2209000360,36.41279709,127.4059429
2209000361,36.41343999,127.4070001
2209000362,36.42150164,127.3884352
2209000363,36.42400372,127.3887662
2209000364,36.4170911,127.3926367
2209000365,36.41732059,127.3927333
2209000366,36.39019843,127.3047675
2209000367,36.38486461,127.3197733
2209000368,36.35957995,127.3198726
2209000369,36.382306,127.3190403
2209000370,36.38213362,127.3193165
2209000371,36.37569673,127.3252809
2209000372,36.36709022,127.31597
2209000373,36.36668699,127.3165468
2209000374,36.367093,127.3143227
2209000375,36.36670367,127.3140671
2209000376,36.37010556,127.3267532
2209000379,36.35016553,127.3393867
2209000380,36.34244847,127.3212659
2209000381,36.33940649,127.3363213
2209000382,36.33909979,127.3366813
2209000386,36.37441302,127.3823587
2020100001,36.37215939,127.3743937
2209000387,36.39977883,127.4006911
2209000388,36.39975668,127.4038157
2209000389,36.39975788,127.3974307
2209000390,36.40039711,127.3917737
2209000391,36.39957537,127.4036825
2209000393,36.39955265,127.3996647
2209000395,36.39819065,127.4047967
2209000396,36.39691622,127.4050632
2209000397,36.39591258,127.4047987
2209000398,36.3902318,127.3969052
2209000399,36.39013566,127.4029023
2209000400,36.39014271,127.4001349
2209000401,36.37619652,127.3936759
2209000403,36.37673998,127.4027901
2209000404,36.3773699,127.3900051
2209000405,36.37618858,127.3898246
2209000406,36.37520843,127.3933813
2209000407,36.37504698,127.3953627
101305,36.40032751,127.423097
101306,36.40023412,127.4227754
101307,36.39643139,127.4224898
101308,36.3959912,127.4226353
101309,36.39015281,127.4211544
101310,36.38884088,127.4214138
101311,36.38805813,127.422509
101312,36.3850397,127.4254967
101313,36.38356905,127.425506
101315,36.36798322,127.4363762
101316,36.36756401,127.436619
101430,36.40172554,127.3632409
101431,36.40188105,127.3629768
101433,36.3971101,127.3545585
101434,36.3975419,127.3560252
101489,36.37401027,127.3779009
101490,36.37388698,127.3779986
101491,36.36776036,127.3728233
101492,36.36912975,127.3744788
101493,36.36995732,127.371067
101494,36.36990411,127.3712862
101495,36.36798158,127.3793086
101496,36.36849557,127.3797396
101497,36.36506033,127.3755903
101498,36.36728229,127.3756859
101499,36.36746339,127.3755894
101555,36.36497908,127.389036
101556,36.36506316,127.38457
101557,36.3646577,127.3862971
2209000408,36.39082314,127.363339
2209000409,36.38882853,127.3467227
2209000410,36.38613452,127.3459957
2209000411,36.38498242,127.3461029
2209000412,36.38398083,127.346238
2209000413,36.37683013,127.3793251
2209000414,36.3685973,127.4016035
101477,36.40227448,127.437582
101478,36.40231811,127.4377269
101574,36.39753991,127.4384673
101575,36.39767698,127.4382773
101576,36.39505841,127.4427496
2209000416,36.36288743,127.4387314
2209000417,36.36274051,127.4390134
2209000418,36.40063967,127.3916897
2209000419,36.39656829,127.3734693
2209000420,36.39587011,127.3735985
2209000421,36.39029948,127.3907335
2209000422,36.39052038,127.3908058
2209000423,36.38180334,127.4064238
2209000424,36.38126998,127.4062766
2209000426,36.3743244,127.34175
2209000427,36.37728525,127.342226
2209000428,36.37445683,127.3669702
2209000429,36.37434848,127.3667789
2209000430,36.37708189,127.3608489
2209000431,36.37728751,127.360109
2209000432,36.37745219,127.3426558
2209000433,36.40354968,127.4050114
2209000434,36.40353875,127.4048073
2209000435,36.40117136,127.4047924
2209000436,36.40078847,127.4050012
2209000437,36.39523227,127.3524685
2209000438,36.39512665,127.3486959
2209000439,36.39485845,127.3565146
2209000440,36.39464386,127.349538
2209000441,36.39220992,127.3595498
2209000442,36.39217896,127.3509287
2209000443,36.39201842,127.3594306
2209000445,36.3908464,127.3496708
2209000446,36.39075419,127.3621961
2209000447,36.39007688,127.362312
2209000448,36.38920083,127.4048628
2209000449,36.3892706,127.3481325
2209000450,36.38921346,127.3470188
2209000451,36.38904656,127.3480438
2209000452,36.38603559,127.3480034
2209000453,36.38566722,127.3636354
2209000454,36.38546494,127.3584065
2209000455,36.38538487,127.3529759
2209000456,36.3851566,127.3585435
2209000457,36.38509268,127.3530471
2209000458,36.38480553,127.3622095
2209000459,36.38480178,127.3490315
2209000460,36.38469611,127.3503723
2209000461,36.38461956,127.3616335
2209000462,36.38426726,127.3474349
2209000463,36.38416067,127.3448784
2209000464,36.38409398,127.3671653
2209000465,36.38379679,127.3668948
2209000466,36.38446675,127.3546592
2209000467,36.3845503,127.354452
2209000468,36.37885207,127.3578005
2209000469,36.378636,127.3578217
2209000470,36.38013617,127.3787243
2209000471,36.3799098,127.3784697
2209000472,36.37812096,127.4270922
2209000473,36.37674471,127.3790489
2209000474,36.37427745,127.4271223
2209000475,36.37351026,127.4262962
2209000476,36.37324483,127.4284224
2209000477,36.37220275,127.4283629
2209000478,36.37206679,127.3746451
2209000479,36.37180972,127.4266582
2209000481,36.37068807,127.4312917
2209000482,36.37048516,127.431383
2209000483,36.37010972,127.4293337
2209000484,36.37046685,127.36866
2209000485,36.36930872,127.4274848
2209000486,36.36888216,127.4336213
2209000487,36.36884437,127.4274799
2209000488,36.36832068,127.4336116
2209000489,36.36803304,127.434501
2209000492,36.36761685,127.4424644
2209000493,36.36716571,127.4288515
2209000494,36.36674595,127.4302776
2209000495,36.36665995,127.4258334
2209000496,36.36663577,127.4299689
2209000498,36.36660262,127.4265158
2209000499,36.36578852,127.364887
2209000500,36.3654867,127.4229473
2209000501,36.36522028,127.4400486
2209000502,36.36510258,127.3628935
2209000503,36.36351154,127.4250956
2209000504,36.36329538,127.4312496
2209000505,36.36321286,127.4252573
2209000506,36.36316144,127.4352342
2209000507,36.36059818,127.4253652
2209000508,36.36045269,127.4252235
2209000509,36.35908818,127.4248573
2209000510,36.35876468,127.4262178
2209000512,36.39584311,127.355845
2209000514,36.37428372,127.3817008
2209000516,36.3746458,127.3947282
2209000517,36.37446589,127.3922496
2209000518,36.3744007,127.3870709
2209000519,36.37417081,127.3887329
2209000520,36.36831768,127.4016265
2209000521,36.36616888,127.4028176
2209000522,36.36582074,127.4031702
2209000524,36.38445364,127.3398795
2209000525,36.38485912,127.3399263
2209000527,36.37454468,127.3413769
2209000528,36.37412761,127.343925
2209000529,36.37052834,127.3400782
2209000530,36.37026757,127.3404495
2209000532,36.39958236,127.3974725
2209000535,36.3913864,127.4051099
2209000536,36.37071106,127.3374531
2209000538,36.39120471,127.3640856
2209000539,36.391263,127.3642079
2209000540,36.39134017,127.3643776
2209000541,36.39388917,127.3529594
2209000542,36.39391836,127.3527181
2209000543,36.39214741,127.3510541
2209000544,36.36639472,127.3387234
2209000545,36.36518852,127.3386853
2209000546,36.39081734,127.3497566
2209000547,36.38608545,127.3479016
2209000548,36.39248097,127.4048869
2209000549,36.37806876,127.4267346
2209000550,36.36539282,127.4227374
2209000551,36.36263863,127.4310707
2209000552,36.36475324,127.4403353
2209000553,36.36760527,127.4422446
2209000554,36.36307198,127.4350963
2209000555,36.37063883,127.3368208
2209000556,36.36929309,127.3401453
2209000557,36.35478971,127.3416667
2209000558,36.35460299,127.3547603
2209000559,36.3546881,127.3420889
2209000560,36.35312095,127.3410521
2209000561,36.35272533,127.3456533
2209000562,36.35231824,127.3409406
2209000563,36.35199621,127.3468532
2209000564,36.35176353,127.3409983
2209000565,36.3515642,127.3406987
2209000566,36.35111251,127.3547994
2209000567,36.35111845,127.3520934
2209000568,36.35020945,127.3482175
2209000569,36.34998436,127.3478364
2209000570,36.34873995,127.3422397
2209000571,36.34872049,127.3453441
2209000572,36.34831422,127.3425044
2209000573,36.34828679,127.3466086
2209000574,36.34789538,127.3478626
2209000575,36.34716241,127.347861
2209000576,36.34624695,127.3402796
2209000577,36.34543057,127.3403122
101435,36.34424219,127.3686302
101437,36.34237867,127.3672648
101439,36.34137094,127.3664871
101442,36.34409521,127.3749652
101444,36.34249254,127.3711397
101446,36.34273022,127.3711773
101479,36.35031539,127.3393095
101480,36.35433415,127.3398358
101481,36.35401286,127.3399086
101500,36.36264446,127.358656
101502,36.36141176,127.3561856
101504,36.36159577,127.3571042
101505,36.36217892,127.3693597
101506,36.36163523,127.3744231
101507,36.36137615,127.3742573
101508,36.36236383,127.3702925
101510,36.35513586,127.3550378
101511,36.35849734,127.3616065
101512,36.35856415,127.3612192
101513,36.35858098,127.3631303
101514,36.35991438,127.3662319
101515,36.3597865,127.3651925
101516,36.35790024,127.3663263
101517,36.35817864,127.3662912
101518,36.35926896,127.3685022
101519,36.35915283,127.3683013
101521,36.35990632,127.3711359
101522,36.35972898,127.3719552
101523,36.35789865,127.3720364
101524,36.35915742,127.3742416
101525,36.35912795,127.3744121
101526,36.35762498,127.3725508
101527,36.35650296,127.3741997
101528,36.35511322,127.3744301
101530,36.3535948,127.3607634
101531,36.35410607,127.3616408
101532,36.3545244,127.3690582
101533,36.35450501,127.3692984
101534,36.35359714,127.3683951
101535,36.35314378,127.3683784
101536,36.35355109,127.3677574
101537,36.3501892,127.3691551
101540,36.34653036,127.3685147
101541,36.34672721,127.3693456
101542,36.3457424,127.36836
101543,36.34942566,127.368154
101544,36.34965433,127.3693744
101545,36.3468541,127.3695226
101546,36.34945813,127.368346
101549,36.35418352,127.3953962
101550,36.35135636,127.3983544
101551,36.35116605,127.3973569
101552,36.35043164,127.3953439
101553,36.35025031,127.395106
101559,36.36139466,127.3901195
101560,36.36156409,127.3903917
101563,36.35507479,127.3950935
101564,36.35781923,127.3976075
101565,36.3584087,127.3953881
101566,36.35895982,127.3951448
101568,36.35754603,127.3964144
101570,36.35137375,127.393156
101571,36.35033428,127.3900647
101572,36.35118065,127.3922566
101573,36.35441096,127.3903903
101577,36.35038519,127.4015307
101582,36.34886153,127.39836
101583,36.34910524,127.3991638
101584,36.3480363,127.3953345
101585,36.34822746,127.3950959
2209000578,36.35117168,127.3850934
2209000580,36.36292611,127.3530108
2209000581,36.36146591,127.3441858
2209000582,36.36042024,127.3524838
2209000583,36.36315323,127.3793119
2209000584,36.36366138,127.3797401
2209000585,36.36235143,127.3758128
2209000586,36.36218057,127.3771216
2209000587,36.36184223,127.3792959
2209000588,36.36180251,127.3796776
2209000590,36.36137333,127.3459127
2209000591,36.36133799,127.3472236
2209000592,36.36079598,127.3495548
2209000593,36.36059061,127.3494618
2209000594,36.35994274,127.3812646
2209000595,36.35991407,127.3786489
2209000597,36.43134985,127.387205
2209000598,36.42843168,127.3980381
2209000602,36.41859452,127.3880063
2209000603,36.42859585,127.3917499
2209000604,36.428683,127.391499
2209000605,36.44478802,127.3840095
2209000606,36.44024702,127.3840257
